WikiData QID	parent	ML_ID	label	description	wiktionary
		ML_DISCOURSE_ALLITERATION	alliteration	The repetition of sounds or letters at the beginning of two or more words immediately succeeding each other.	https://en.wiktionary.org/wiki/alliteration
		ML_DISCOURSE_ANAPHORICITY	anaphoricity	Anaphorical pronouns are personal or demonstrative pronouns that refer to an earlier-mentioned person or object. See also: [Wikipedia's article on anaphoricity](https://en.wikipedia.org/wiki/Anaphora_(linguistics))	https://en.wiktionary.org/wiki/anaphoricity
