WikiData QID	parent	ML_ID	label	description	wiktionary
		ML_SEMANTIC-CLASS_ABSTRACT	abstract		
		ML_SEMANTIC-CLASS_ALGEMEEN	general		
		ML_SEMANTIC-CLASS_CONCREET	concrete		
