WikiData QID	parent	ML_ID	label
Q164573		ML_SYNTACTIC-RELATION_SUBJECT	subject
Q715923		ML_SYNTACTIC-RELATION_OBJECT	object
Q162130		ML_SYNTACTIC-RELATION_PREDICATE	predicate
Q175002	ML_SYNTACTIC-RELATION_OBJECT	ML_SYNTACTIC-RELATION_DIRECT-OBJECT	direct object
Q175003	ML_SYNTACTIC-RELATION_OBJECT	ML_SYNTACTIC-RELATION_INDIRECT-OBJECT	indirect object
